mineId,mineName,parameter,month,value,unit,threshold,thresholdSource
MINE-008,Kusmunda Super OC Mine,so2_level,2026-04,23.5,µg/m³,80,NAAQS Limit
MINE-008,Kusmunda Super OC Mine,so2_level,2026-05,21.4,µg/m³,80,NAAQS Limit
MINE-008,Kusmunda Super OC Mine,so2_level,2026-06,24.8,µg/m³,80,NAAQS Limit
MINE-008,Kusmunda Super OC Mine,so2_level,2026-07,22.6,µg/m³,80,NAAQS Limit
MINE-008,Kusmunda Super OC Mine,so2_level,2026-08,25.9,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,air_quality,2026-03,162.4,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,air_quality,2026-04,174.8,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,air_quality,2026-05,168.2,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,air_quality,2026-06,179.5,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,air_quality,2026-07,171.3,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,air_quality,2026-08,184.1,AQI,200,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-03,117.5,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-04,129.8,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-05,123.1,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-06,133.5,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-07,127.2,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,dust_level,2026-08,137.8,µg/m³,150,CPCB Limit
MINE-009,Wani Underground Mine,water_ph,2026-03,6.2,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,water_ph,2026-04,6.4,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,water_ph,2026-05,6.1,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,water_ph,2026-06,6.3,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,water_ph,2026-07,6.5,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,water_ph,2026-08,6.4,pH,8.5,Safe Range (6.5-8.5)
MINE-009,Wani Underground Mine,noise_level,2026-03,77.2,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,noise_level,2026-04,81.8,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,noise_level,2026-05,79.5,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,noise_level,2026-06,82.9,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,noise_level,2026-07,80.6,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,noise_level,2026-08,83.8,dB,85,OSHA Limit
MINE-009,Wani Underground Mine,co_emission,2026-03,29.5,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,co_emission,2026-04,34.2,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,co_emission,2026-05,31.4,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,co_emission,2026-06,35.8,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,co_emission,2026-07,33.1,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,co_emission,2026-08,37.5,ppm,50,DGMS Limit
MINE-009,Wani Underground Mine,so2_level,2026-03,51.2,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,so2_level,2026-04,57.8,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,so2_level,2026-05,54.1,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,so2_level,2026-06,59.5,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,so2_level,2026-07,56.3,µg/m³,80,NAAQS Limit
MINE-009,Wani Underground Mine,so2_level,2026-08,61.2,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-03,133.5,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-04,143.8,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-05,138.2,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-06,147.5,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-07,141.3,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,air_quality,2026-08,151.8,AQI,200,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-03,93.5,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-04,103.2,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-05,97.8,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-06,106.5,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-07,101.2,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,dust_level,2026-08,109.8,µg/m³,150,CPCB Limit
MINE-010,Basundhara Opencast Mine,water_ph,2026-03,7.0,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,water_ph,2026-04,7.2,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,water_ph,2026-05,7.1,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,water_ph,2026-06,7.3,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,water_ph,2026-07,7.1,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,water_ph,2026-08,7.2,pH,8.5,Safe Range (6.5-8.5)
MINE-010,Basundhara Opencast Mine,noise_level,2026-03,71.5,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,noise_level,2026-04,75.8,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,noise_level,2026-05,73.2,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,noise_level,2026-06,76.9,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,noise_level,2026-07,74.5,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,noise_level,2026-08,77.8,dB,85,OSHA Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-03,18.2,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-04,21.5,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-05,19.4,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-06,22.8,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-07,20.6,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,co_emission,2026-08,23.9,ppm,50,DGMS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-03,36.8,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-04,42.1,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-05,38.9,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-06,43.5,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-07,40.8,µg/m³,80,NAAQS Limit
MINE-010,Basundhara Opencast Mine,so2_level,2026-08,45.2,µg/m³,80,NAAQS Limit
